,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
0,891969c9933ffff,89,3,7,1,0,0,0,5,64,12,0,High-area,True
89,8919695268bffff,92,2,3,3,2,1,1,3,70,9,0,High-area,True
186,891969c9d63ffff,31,1,0,0,2,0,1,4,15,9,0,High-area,True
217,89196826b9bffff,7,2,0,0,0,0,0,4,3,0,0,Low-area,True
244,891969536d3ffff,41,1,1,2,2,2,1,4,28,1,0,High-area,True
302,89196953577ffff,85,2,0,1,2,0,2,5,68,7,0,High-area,True
387,891969cd0cbffff,38,4,0,2,0,1,0,5,27,3,0,High-area,True
433,8919682695bffff,32,1,0,3,0,0,0,7,19,3,0,High-area,True
465,8919695308bffff,86,1,4,3,1,0,2,13,58,5,0,High-area,True
551,89196952263ffff,33,3,1,1,1,1,3,8,9,9,0,High-area,True
595,8919695221bffff,82,1,1,0,2,0,0,18,52,9,0,High-area,True
704,89196826bb3ffff,19,1,0,0,0,1,0,4,13,1,0,Low-area,True
723,89196952053ffff,65,2,1,1,2,2,0,4,41,14,0,High-area,True
789,891968269a3ffff,10,1,0,1,1,0,0,0,6,2,0,Low-area,True
799,89196953527ffff,81,5,1,5,1,0,2,15,46,11,0,High-area,True
881,891969c9993ffff,89,1,1,3,2,0,3,3,70,6,1,High-area,True
970,891969c9e07ffff,49,1,0,0,0,0,0,12,35,2,0,High-area,True
1019,89196826987ffff,87,8,1,5,5,0,1,15,56,4,0,High-area,True
1106,891969c9b47ffff,93,2,8,8,12,0,3,14,43,5,0,High-area,True
1200,8919695248fffff,63,2,1,0,0,0,0,10,50,2,0,High-area,True
1263,891969cd623ffff,92,5,4,1,1,3,0,25,48,10,0,High-area,True
1355,89196824db7ffff,14,1,0,0,0,0,0,1,12,1,0,Low-area,True
1369,891969530c3ffff,52,1,1,3,1,2,0,9,32,4,0,High-area,True
1421,89196952637ffff,72,3,1,3,3,2,1,7,46,9,0,High-area,True
1493,891969532abffff,23,3,0,0,0,0,0,3,17,3,0,Low-area,True
1522,8919695205bffff,68,4,7,2,1,0,0,5,44,9,0,High-area,True
1599,89196826b37ffff,53,1,5,2,0,7,0,9,25,5,0,High-area,True
1652,891969c9ebbffff,19,1,0,1,0,2,1,3,9,3,0,Low-area,True
1710,891969cd053ffff,60,4,0,1,0,2,1,8,46,2,0,High-area,True
1770,891969521dbffff,68,3,0,0,1,1,1,14,45,6,0,High-area,True
1840,89196953187ffff,54,3,6,2,1,1,0,7,31,6,0,High-area,True
1918,891969c9e3bffff,91,5,2,3,0,0,0,14,63,9,0,High-area,True
2009,891969c98d3ffff,18,3,0,0,0,0,2,1,12,3,0,Low-area,True
2027,891969c9c07ffff,21,3,0,0,1,2,0,1,17,0,0,Low-area,True
2048,89196952683ffff,70,3,8,6,3,3,4,6,32,8,0,High-area,True
2118,8919695342fffff,90,2,4,11,4,0,0,19,47,5,0,High-area,True
2212,891969c9d67ffff,38,1,0,0,2,2,0,3,27,4,0,High-area,True
2250,891969520bbffff,66,4,5,2,1,1,2,6,38,11,0,High-area,True
2316,891969c9d13ffff,47,2,0,3,1,1,1,8,23,10,0,High-area,True
2379,891969c9e37ffff,56,1,0,1,0,1,0,13,35,6,0,High-area,True
2457,89196953063ffff,71,2,4,0,0,2,0,19,36,10,0,High-area,True
2658,8919695314bffff,35,1,1,1,0,0,2,1,12,18,0,High-area,True
2702,891969c9c2fffff,20,1,0,0,0,1,0,1,12,6,0,Low-area,True
2722,89196824d63ffff,38,1,0,0,0,2,0,7,27,2,0,High-area,True
2760,89196953257ffff,18,2,0,0,1,1,0,4,10,2,0,Low-area,True
2778,891969531d7ffff,90,2,1,0,1,2,0,19,59,8,0,High-area,True
2872,891969c8b2fffff,93,3,4,2,1,1,2,15,57,10,1,High-area,True
2968,891969531a7ffff,8,1,0,0,0,0,0,0,2,6,0,Low-area,True
3006,89196952667ffff,89,4,14,2,2,1,5,5,46,14,0,High-area,True
3096,8919695246bffff,68,2,4,2,2,1,2,8,44,5,0,High-area,True
3164,89196953043ffff,75,1,0,0,1,1,1,10,57,5,0,High-area,True
3239,89196952357ffff,9,2,0,0,0,0,0,2,7,0,0,Low-area,True
3248,8919695301bffff,38,2,0,2,0,1,2,10,18,5,0,High-area,True
3286,891969c9d07ffff,56,2,3,1,1,5,0,13,28,5,0,High-area,True
3342,8919695266fffff,98,1,9,4,4,0,0,29,38,13,1,High-area,True
3547,891969530b7ffff,97,2,2,1,1,0,0,6,83,4,0,High-area,True
3656,89196953173ffff,60,2,6,0,1,0,0,11,24,18,0,High-area,True
3818,891969c8acfffff,59,3,6,1,0,1,0,21,25,5,0,High-area,True
3877,891969c99cbffff,37,1,2,1,1,2,0,3,21,7,0,High-area,True
3914,8919682400fffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
3915,891969c9e2bffff,45,2,2,0,1,0,0,3,36,3,0,High-area,True
3960,89196952677ffff,86,3,6,2,1,0,1,11,55,10,0,High-area,True
4062,891969521cbffff,57,2,2,5,0,0,0,21,24,5,0,High-area,True
4119,891969c9957ffff,91,1,5,6,2,3,2,18,41,14,0,High-area,True
4210,8919682419bffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
4211,891969535a7ffff,99,1,12,3,0,0,2,51,27,4,0,High-area,True
4327,891969c9eafffff,33,2,1,2,0,7,0,5,16,2,0,High-area,True
4360,891968269cbffff,12,2,0,0,1,0,0,8,3,0,0,Low-area,True
4402,89196953523ffff,86,3,5,2,0,0,0,35,38,6,0,High-area,True
4488,89196953153ffff,84,6,14,4,3,1,1,15,36,10,0,High-area,True
4572,89196953637ffff,82,3,9,3,2,2,1,16,39,10,0,High-area,True
4657,891969536c7ffff,44,1,3,1,1,3,0,5,24,7,0,High-area,True
4701,891969524d7ffff,88,3,0,2,1,0,3,4,69,9,0,High-area,True
4789,8919695262bffff,90,1,12,3,0,0,0,26,35,14,0,High-area,True
4879,89196824d73ffff,99,1,2,0,7,0,1,17,59,12,1,High-area,True
4980,891969c9b0bffff,99,1,15,2,4,0,6,47,20,5,0,High-area,True
5079,891969c9e6fffff,29,4,2,0,1,0,3,5,17,1,0,Low-area,True
5135,89196824d7bffff,94,2,8,1,1,2,0,34,47,1,0,High-area,True
5282,89196953087ffff,97,2,19,8,2,0,4,20,39,5,0,High-area,True
5388,89196826a33ffff,10,1,1,0,0,1,0,5,3,0,0,Low-area,True
5504,891969cd627ffff,65,3,1,0,0,2,1,10,41,10,0,High-area,True
5570,891969c9a2fffff,82,2,0,2,3,0,1,15,48,13,0,High-area,True
5652,891969c982fffff,69,1,8,4,3,0,4,16,30,4,0,High-area,True
5721,891969c9bd7ffff,93,4,7,5,2,0,3,11,61,4,0,High-area,True
5829,891969c9e97ffff,38,2,1,0,0,1,1,8,25,2,0,High-area,True
5867,891969c989bffff,50,3,1,0,0,3,0,5,32,9,0,High-area,True
5917,89196824d2fffff,60,3,0,1,0,4,0,6,45,4,0,High-area,True
5979,8919695263bffff,88,1,14,1,0,2,2,13,49,7,0,High-area,True
6067,891969c9b03ffff,93,3,9,14,3,2,6,6,49,4,0,High-area,True
6192,89196826b0bffff,63,3,2,0,1,6,0,19,30,5,0,High-area,True
6255,891969514c7ffff,16,1,0,0,0,0,2,6,8,0,0,Low-area,True
6271,891969c9aafffff,86,2,6,0,4,3,1,10,60,2,0,High-area,True
6357,89196953227ffff,13,1,0,0,0,0,2,2,6,3,0,Low-area,True
6374,89196952453ffff,84,2,2,3,0,1,2,10,55,11,0,High-area,True
6458,891969c9d2bffff,28,3,0,1,1,2,1,4,17,2,0,Low-area,True
6490,89196953077ffff,73,2,4,0,1,4,2,26,33,3,0,High-area,True
6563,891969c9e5bffff,27,1,0,1,0,0,0,10,16,0,0,Low-area,True
6629,8919695304bffff,52,3,10,1,0,2,0,12,23,4,0,High-area,True
6681,8919695362fffff,65,3,13,1,3,0,0,11,34,3,0,High-area,True
6755,891969522b3ffff,70,4,6,1,2,1,2,7,38,13,0,High-area,True
6901,891969536cbffff,45,3,3,1,2,3,2,7,22,5,0,High-area,True
6946,891969522cfffff,86,5,5,0,1,0,1,14,53,12,0,High-area,True
7032,891969c9a0bffff,17,2,2,2,0,1,1,0,6,5,0,Low-area,True
7049,891969c996fffff,13,2,1,0,1,0,0,1,8,2,0,Low-area,True
7062,89196824dbbffff,72,2,0,1,1,1,2,10,50,7,0,High-area,True
7134,8919695358fffff,98,3,8,5,12,0,4,32,30,7,0,High-area,True
7405,891969c9ec3ffff,35,2,0,0,0,1,0,11,19,4,0,High-area,True
7445,891969521d7ffff,54,2,12,0,0,0,2,12,25,3,0,High-area,True
7509,89196952353ffff,5,1,1,0,0,0,1,1,2,0,0,Low-area,True
7514,891969c9c2bffff,45,1,3,2,0,1,0,23,14,2,0,High-area,True
7559,891969c9c0bffff,4,1,0,0,0,0,0,0,1,3,0,Low-area,True
7563,891969534dbffff,87,1,2,1,0,1,1,15,53,14,0,High-area,True
7744,891969c9ecbffff,32,1,0,0,0,0,0,10,20,2,0,High-area,True
7777,89196824913ffff,44,3,1,1,0,1,0,7,27,7,0,High-area,True
7829,891969c8a4fffff,51,1,1,0,2,0,0,9,33,6,0,High-area,True
7984,891969c9963ffff,60,2,1,0,1,0,2,3,49,4,0,High-area,True
8044,891969c9ba7ffff,60,2,15,6,4,3,3,6,18,5,0,High-area,True
8104,89196952257ffff,79,3,7,0,0,0,0,25,40,7,0,High-area,True
8200,891969536b3ffff,21,1,2,1,1,0,0,7,6,4,0,Low-area,True
8315,89196826a37ffff,28,1,0,0,0,0,0,5,21,2,0,Low-area,True
8350,89196953277ffff,71,6,3,1,0,3,1,11,38,14,0,High-area,True
8424,891969c9897ffff,42,3,0,2,0,1,0,4,25,10,0,High-area,True
8466,8919695344fffff,54,2,5,4,1,0,1,9,27,7,0,High-area,True
8520,891969c983bffff,47,1,3,3,1,0,2,6,27,5,0,High-area,True
8567,891969c9a67ffff,76,2,3,3,1,0,1,12,47,9,0,High-area,True
8643,8919695312fffff,89,2,7,0,2,0,0,17,58,5,0,High-area,True
8733,89196953103ffff,12,1,0,0,0,1,0,1,5,5,0,Low-area,True
8745,891969cd657ffff,82,4,3,3,0,2,0,11,51,12,0,High-area,True
8827,89196953433ffff,86,3,11,7,1,0,4,11,48,4,0,High-area,True
8913,89196953053ffff,61,5,6,2,0,6,0,8,34,5,0,High-area,True
8974,89196953407ffff,90,1,9,8,2,0,1,17,44,9,0,High-area,True
9081,891969c9847ffff,22,1,1,2,2,1,0,4,12,0,0,Low-area,True
9103,891969c9807ffff,97,3,2,4,0,0,2,15,68,6,0,High-area,True
9200,89196826947ffff,45,1,0,0,0,0,1,4,36,4,0,High-area,True
9245,89196826967ffff,71,1,4,1,2,4,0,36,22,2,0,High-area,True
9316,89196826977ffff,43,2,3,0,0,0,1,5,32,2,0,High-area,True
9402,89196953613ffff,36,1,0,0,2,0,0,3,25,6,0,High-area,True
9438,8919695322bffff,29,2,0,0,1,2,0,8,12,6,0,Low-area,True
9467,891969c9177ffff,18,1,1,1,0,0,0,2,11,3,0,Low-area,True
9485,89196952603ffff,94,2,1,7,0,1,1,8,70,6,0,High-area,True
9580,89196826b2fffff,12,1,0,1,0,0,0,5,5,1,0,Low-area,True
9592,89196824dafffff,77,2,1,0,1,2,1,39,24,9,0,High-area,True
9671,891969c9a4bffff,53,2,1,2,1,1,0,8,33,7,0,High-area,True
9727,89196953503ffff,96,2,9,4,11,2,4,6,52,8,0,High-area,True
9861,891969c985bffff,54,1,3,13,3,0,1,13,20,1,0,High-area,True
9915,89196824d3bffff,56,1,0,0,0,4,1,10,36,5,0,High-area,True
9981,891969c8b47ffff,19,3,2,1,0,0,0,2,10,3,1,Low-area,True
10094,891969c9ec7ffff,33,1,1,0,0,2,2,6,19,3,0,High-area,True
10277,891969534bbffff,67,3,1,5,0,3,1,4,43,10,0,High-area,True
10344,891969536cfffff,22,2,1,1,2,1,1,2,13,1,0,Low-area,True
10371,89196953397ffff,90,2,4,2,0,0,3,12,65,3,1,High-area,True
10467,891969c9ea3ffff,30,2,0,0,0,0,0,4,20,6,0,High-area,True
10497,89196950407ffff,24,1,0,0,1,0,0,2,21,0,0,Low-area,True
10521,891969521d3ffff,50,1,0,1,0,1,1,5,35,7,0,High-area,True
10571,891969cd643ffff,74,2,5,1,0,0,1,29,32,6,0,High-area,True
10645,891969533c7ffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
10646,891969c9d57ffff,26,2,1,0,0,1,2,5,6,11,0,Low-area,True
10685,8919695200fffff,25,1,0,0,0,1,1,5,12,6,0,Low-area,True
10811,891969532b3ffff,24,1,1,0,0,0,0,10,10,3,0,Low-area,True
10839,891969524c7ffff,91,3,0,2,3,1,3,4,70,8,0,High-area,True
10930,891969c9dcbffff,53,4,0,1,0,1,1,5,41,4,0,High-area,True
10984,8919695226fffff,54,3,5,0,3,5,3,7,29,2,0,High-area,True
11039,89196953267ffff,31,2,0,0,0,1,0,7,16,7,0,High-area,True
11070,891969c8b5bffff,20,3,3,0,0,0,0,3,11,3,0,Low-area,True
11090,891969cd663ffff,24,2,0,0,0,0,0,3,19,1,1,Low-area,True
11114,891969cd607ffff,16,1,0,1,0,1,0,1,13,0,0,Low-area,True
11130,89196952593ffff,90,4,0,1,0,0,2,15,63,9,0,High-area,True
11224,891968249cfffff,38,1,0,1,0,0,1,8,26,2,0,High-area,True
11290,8919682498bffff,59,2,0,0,0,2,0,21,29,7,0,High-area,True
11355,89196953027ffff,97,2,0,1,0,0,0,17,69,10,0,High-area,True
11452,89196953633ffff,47,1,0,1,0,4,0,10,28,4,0,High-area,True
11499,891969c9c33ffff,21,2,0,2,0,1,0,2,16,0,0,Low-area,True
11520,891969c8a1bffff,34,1,0,0,0,1,1,13,18,1,0,High-area,True
11554,891969526a7ffff,85,2,13,3,1,1,0,16,38,13,0,High-area,True
11639,89196953017ffff,81,2,2,0,1,1,2,12,56,7,0,High-area,True
11757,891969520cbffff,76,4,8,2,1,0,1,16,41,7,0,High-area,True
11836,89196826eabffff,4,1,0,0,0,0,0,0,4,0,0,Low-area,True
11840,89196953387ffff,97,3,4,2,2,0,0,16,67,6,0,High-area,True
12000,891969cd637ffff,68,5,6,0,0,1,1,27,25,8,0,High-area,True
12174,891969cd60fffff,82,3,4,4,1,0,1,13,46,13,0,High-area,True
12256,891968269cfffff,48,3,0,0,0,1,0,6,37,4,0,High-area,True
12311,891969c9ed7ffff,31,1,0,0,0,3,0,8,17,3,0,High-area,True
12342,89196952407ffff,34,1,0,2,0,3,0,3,22,4,0,High-area,True
12376,891969c8ad7ffff,26,1,0,2,0,4,0,4,13,3,0,Low-area,True
12402,891969523cbffff,10,2,0,1,0,0,1,2,6,0,0,Low-area,True
12547,891969526b7ffff,87,6,8,3,1,0,0,28,40,7,0,High-area,True
12634,89196953067ffff,49,3,0,3,0,1,0,6,35,4,0,High-area,True
12704,8919695223bffff,61,4,3,1,1,1,0,7,31,17,0,High-area,True
12765,8919695356bffff,99,2,2,1,0,0,1,5,76,14,0,High-area,True
12960,891969c9167ffff,52,2,5,0,0,1,0,8,29,9,0,High-area,True
13012,891969c9b13ffff,95,2,4,3,7,3,5,12,54,7,0,High-area,True
13114,8919695345bffff,83,2,9,2,2,3,1,14,41,11,0,High-area,True
13198,89196826c63ffff,20,2,0,0,0,1,0,3,16,0,0,Low-area,True
13311,891969c9927ffff,96,1,8,6,2,1,3,9,51,16,0,High-area,True
13407,8919695206fffff,24,1,1,1,0,1,1,9,11,0,0,Low-area,True
13436,8919682684bffff,5,2,0,0,0,0,0,0,5,0,0,Low-area,True
13441,89196824cb3ffff,25,2,0,0,0,2,0,9,11,3,0,Low-area,True
13466,891969c9d17ffff,63,3,2,0,1,4,1,10,40,5,0,High-area,True
13529,89196953417ffff,88,2,3,1,0,0,1,12,55,16,0,High-area,True
13617,891969c9db7ffff,10,1,0,0,0,1,0,1,3,5,0,Low-area,True
13627,891968269c7ffff,32,3,1,0,1,1,0,1,27,1,0,High-area,True
13659,891969c9923ffff,82,1,3,9,2,2,1,10,48,7,0,High-area,True
13741,891969c9ac3ffff,46,8,1,0,2,0,0,8,35,0,0,High-area,True
13787,891969c98bbffff,47,1,2,5,0,1,0,12,26,1,0,High-area,True
13834,89196826923ffff,42,4,3,4,1,2,1,4,23,4,0,High-area,True
13906,891968249d7ffff,39,1,0,0,0,1,0,6,26,6,0,High-area,True
13949,891969c9d73ffff,58,2,1,1,1,1,0,15,33,6,0,High-area,True
14007,89196824d6fffff,54,3,0,0,0,1,0,12,36,5,0,High-area,True
14061,89196953547ffff,91,2,2,6,4,1,2,17,55,4,0,High-area,True
14162,891969c9eb3ffff,16,2,0,0,0,2,0,2,11,1,0,Low-area,True
14178,89196826b8bffff,12,1,0,0,0,0,1,5,5,1,0,Low-area,True
14190,891969c8b2bffff,16,2,0,0,1,0,0,1,14,0,0,Low-area,True
14206,89196824da3ffff,75,3,0,0,1,3,0,10,50,11,0,High-area,True
14281,891969c8a13ffff,22,2,0,0,1,0,0,3,18,0,0,Low-area,True
14311,89196826a2bffff,63,1,0,0,1,0,2,15,45,0,0,High-area,True
14422,89196826a8fffff,8,5,1,0,0,0,1,0,6,0,0,Low-area,True
14430,89196826a07ffff,24,1,1,1,2,1,0,8,8,3,0,Low-area,True
14454,891969c98c3ffff,16,1,0,0,0,1,0,2,11,2,0,Low-area,True
14470,891969c9dabffff,21,1,0,0,0,1,0,6,11,3,0,Low-area,True
14496,89196953497ffff,89,2,7,3,0,1,2,6,57,13,0,High-area,True
14585,89196953193ffff,93,1,16,2,1,1,2,49,19,3,0,High-area,True
14678,89196953557ffff,88,1,3,2,2,0,1,15,62,3,0,High-area,True
14766,891968249dbffff,24,1,0,0,0,3,1,4,12,4,0,Low-area,True
14790,89196953177ffff,49,2,4,1,0,1,0,1,32,10,0,High-area,True
14839,891969520d3ffff,74,2,4,5,0,0,4,6,32,23,0,High-area,True
14913,8919682685bffff,11,1,1,1,0,0,0,2,7,0,0,Low-area,True
14924,891969c991bffff,89,2,10,2,2,0,1,16,56,1,1,High-area,True
15013,8919695318fffff,59,4,5,2,3,0,0,4,37,8,0,High-area,True
15072,8919695306fffff,30,4,1,0,0,0,0,1,24,4,0,High-area,True
15102,89196950697ffff,94,3,2,0,0,1,0,13,72,6,0,High-area,True
15197,89196952087ffff,59,4,1,3,0,0,1,5,38,11,0,High-area,True
15256,891969536dbffff,68,1,4,2,0,3,3,25,23,8,0,High-area,True
15324,89196826ebbffff,2,1,0,0,0,0,0,0,2,0,0,Low-area,True
15326,891969c99c7ffff,82,1,15,0,1,0,2,13,46,5,0,High-area,True
15408,89196950693ffff,58,2,0,0,0,0,0,5,49,4,0,High-area,True
15466,89196826b63ffff,42,3,0,0,1,3,0,4,29,5,0,High-area,True
15510,8919695227bffff,25,1,2,2,0,1,2,5,9,4,0,Low-area,True
15584,891969535bbffff,88,2,8,5,0,1,5,12,48,9,0,High-area,True
15672,89196824d93ffff,18,1,1,1,0,0,0,2,10,4,0,Low-area,True
15690,8919695208bffff,77,4,2,1,0,0,1,3,59,11,0,High-area,True
15767,89196953553ffff,81,3,1,4,1,0,4,14,49,7,1,High-area,True
15848,89196826907ffff,100,1,1,2,0,0,0,22,72,3,0,High-area,True
15948,891969c9c63ffff,11,1,0,0,1,0,0,2,7,1,0,Low-area,True
15962,891969531afffff,33,3,2,1,2,1,0,6,15,5,1,High-area,True
15995,8919695348bffff,24,4,1,2,1,2,0,5,13,0,0,Low-area,True
16019,8919695202bffff,6,1,0,0,0,0,1,0,1,4,0,Low-area,True
16025,89196953517ffff,96,1,14,2,15,3,4,7,39,11,1,High-area,True
16121,891968249c7ffff,46,1,0,1,0,0,0,5,34,6,0,High-area,True
16167,8919695302fffff,64,1,2,0,1,0,2,7,48,4,0,High-area,True
16237,8919682690fffff,44,4,0,1,1,0,0,4,35,3,0,High-area,True
16281,891969526d3ffff,71,2,6,5,4,1,21,4,28,2,0,High-area,True
16363,891969c9e0bffff,51,1,0,0,0,0,0,15,34,2,0,High-area,True
16425,89196826e2fffff,27,1,0,0,0,0,0,3,24,0,0,Low-area,True
16468,891969c9dc7ffff,9,1,0,0,0,0,0,3,5,1,0,Low-area,True
16477,89196824db3ffff,48,1,0,0,0,0,0,1,37,10,0,High-area,True
16525,891969c8b23ffff,21,1,0,0,0,0,0,2,17,2,0,Low-area,True
16636,891969c9a27ffff,90,1,3,7,1,0,1,6,63,9,0,High-area,True
16726,891969523c7ffff,88,3,4,2,1,0,1,10,61,9,0,High-area,True
16814,89196826b17ffff,23,2,1,1,0,0,0,5,15,1,0,Low-area,True
16843,89196826d2bffff,42,1,1,1,1,0,0,1,35,3,0,High-area,True
16885,8919695368bffff,50,1,3,0,1,0,0,13,23,10,0,High-area,True
16935,89196826ab7ffff,3,1,0,0,0,0,0,1,2,0,0,Low-area,True
16939,891969531dbffff,72,3,9,3,0,0,0,24,34,2,0,High-area,True
17011,891969530dbffff,81,2,10,3,5,1,0,13,39,10,0,High-area,True
17095,8919695354fffff,20,2,0,0,0,0,4,0,15,1,0,Low-area,True
17115,89196952597ffff,68,1,1,0,0,0,1,4,52,10,0,High-area,True
17192,89196953073ffff,84,1,6,1,1,1,2,29,35,9,0,High-area,True
17276,891968269d3ffff,23,1,1,0,0,0,0,7,14,1,0,Low-area,True
17299,89196826b93ffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
17300,891969c9c6bffff,12,1,1,0,1,0,0,0,9,1,0,Low-area,True
17312,891969c99d3ffff,84,1,8,3,1,2,3,17,45,5,0,High-area,True
17427,8919695256fffff,18,1,0,0,0,0,0,1,7,10,0,Low-area,True
17445,891969522a7ffff,23,1,1,1,1,0,2,1,16,1,0,Low-area,True
17468,891969520cfffff,83,6,1,2,1,0,0,7,66,6,0,High-area,True
17554,891969c9a07ffff,73,3,1,5,4,1,1,10,42,9,0,High-area,True
17627,891969c9bafffff,84,1,4,5,5,0,5,9,47,9,0,High-area,True
17711,8919695327bffff,39,6,0,0,1,1,0,5,31,1,0,High-area,True
17750,891969cab4fffff,12,1,0,0,0,2,0,0,9,1,0,Low-area,True
17809,891969532c7ffff,82,2,11,5,0,3,0,14,39,10,0,High-area,True
17891,891968241d7ffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
17892,891969c9833ffff,80,3,21,6,1,0,0,18,27,7,0,High-area,True
17976,891969530cbffff,48,3,3,0,4,0,0,4,27,10,0,High-area,True
18024,891969c9b23ffff,91,1,21,8,5,0,4,27,24,2,0,High-area,True
18115,891969c9e0fffff,53,3,1,0,1,1,0,16,33,0,1,High-area,True
18181,89196826973ffff,65,2,6,0,1,1,2,12,35,8,0,High-area,True
18372,8919695247bffff,96,1,16,3,1,0,1,50,24,1,0,High-area,True
18499,891969506bbffff,57,3,0,0,0,1,0,9,39,8,0,High-area,True
18558,89196953383ffff,97,2,2,2,1,0,0,27,60,5,0,High-area,True
18655,891969533d3ffff,8,1,0,0,0,1,0,0,6,1,0,Low-area,True
18671,89196953693ffff,32,1,3,0,0,1,1,9,15,3,0,High-area,True
18707,89196826953ffff,67,5,1,6,2,1,0,13,37,6,1,High-area,True
18774,891969c9913ffff,98,1,6,4,1,1,1,28,48,9,0,High-area,True
18872,8919695231bffff,62,4,0,1,1,2,0,10,48,0,0,High-area,True
18935,891969535dbffff,91,1,12,8,3,0,1,23,36,8,0,High-area,True
19026,8919695340fffff,97,2,9,1,4,0,2,16,55,10,0,High-area,True
19123,891969c9b7bffff,96,1,10,3,0,1,0,49,28,5,0,High-area,True
19323,891969520abffff,53,2,2,1,0,1,1,1,42,5,0,High-area,True
19376,8919682693bffff,50,2,1,1,1,1,1,5,28,12,0,High-area,True
19469,89196953097ffff,89,4,4,6,0,0,1,8,56,14,0,High-area,True
19559,891969cd673ffff,90,4,5,1,0,1,2,17,57,7,0,High-area,True
19649,89196953157ffff,83,6,1,1,1,1,0,1,72,6,0,High-area,True
19732,89196824d87ffff,22,1,0,3,0,0,1,0,4,14,0,Low-area,True
19754,891969c9dcfffff,7,2,0,0,0,1,1,2,3,0,0,Low-area,True
19784,891969c9c47ffff,16,2,1,0,0,1,0,0,7,7,0,Low-area,True
19800,89196953273ffff,77,3,0,0,0,3,0,7,60,7,0,High-area,True
19877,891969522a3ffff,89,4,1,1,3,0,1,8,67,8,0,High-area,True
20068,891969536abffff,52,2,0,2,1,1,2,8,28,10,0,High-area,True
20120,89196826b27ffff,63,4,4,0,1,1,0,26,24,7,0,High-area,True
20183,89196826d67ffff,11,1,0,0,0,2,0,4,5,0,0,Low-area,True
20226,891969c9a6bffff,96,3,2,4,1,0,2,19,63,5,0,High-area,True
20322,891969c9aa3ffff,99,2,8,4,2,1,2,9,65,8,0,High-area,True
20421,8919695245bffff,92,2,5,4,4,0,2,14,59,4,0,High-area,True
20513,891969530a3ffff,93,4,0,0,0,0,0,4,86,3,0,High-area,True
20756,8919695341bffff,87,2,0,1,0,0,1,22,54,9,0,High-area,True
20843,891969535b7ffff,93,2,2,4,1,0,3,12,59,12,0,High-area,True
20961,891969c993bffff,95,1,1,7,1,1,1,12,60,12,0,High-area,True
21056,891969c9943ffff,62,2,4,4,5,1,2,11,23,12,0,High-area,True
21122,89196953037ffff,88,1,6,2,0,4,0,12,53,10,1,High-area,True
21210,8919695229bffff,93,3,3,3,2,0,0,13,58,14,0,High-area,True
21304,891969cd05bffff,15,3,0,1,0,0,1,0,11,1,1,Low-area,True
21319,89196953687ffff,50,3,6,0,1,1,2,10,22,8,0,High-area,True
21371,891968269c3ffff,55,3,3,0,1,1,0,2,46,2,0,High-area,True
21458,891969c98c7ffff,66,1,1,1,1,1,0,19,37,5,1,High-area,True
21524,891969c9da3ffff,21,1,0,0,1,1,0,1,16,2,0,Low-area,True
21549,891969c9e43ffff,36,3,0,0,0,0,0,11,25,0,0,High-area,True
21585,8919695351bffff,94,3,6,2,5,0,13,12,51,5,0,High-area,True
21679,89196953013ffff,82,7,5,5,0,1,3,18,42,8,0,High-area,True
21781,89196953137ffff,57,5,1,1,0,0,0,9,39,7,0,High-area,True
21843,89196952457ffff,82,4,0,1,1,2,0,12,53,13,0,High-area,True
21925,8919695260bffff,79,6,4,9,2,0,2,4,47,11,0,High-area,True
22005,89196953683ffff,44,3,0,0,2,0,1,13,23,5,0,High-area,True
22049,89196824d0fffff,44,2,0,2,0,5,0,6,27,4,0,High-area,True
22093,8919695346fffff,52,2,5,3,1,1,1,10,28,3,0,High-area,True
22145,8919695069bffff,66,5,1,0,0,0,0,4,46,15,0,High-area,True
22211,891969cd647ffff,91,2,2,0,0,3,1,11,63,11,0,High-area,True
22302,891969c9c6fffff,46,1,0,2,1,2,2,6,27,6,0,High-area,True
22348,891969506b3ffff,27,1,0,1,0,2,1,4,15,4,0,Low-area,True
22380,891969532d7ffff,29,2,0,0,0,3,0,2,23,1,0,Low-area,True
22409,89196826d7bffff,40,2,2,0,0,0,1,13,24,0,0,High-area,True
22449,891969526cbffff,85,5,5,2,4,0,2,16,47,9,0,High-area,True
22546,8919695355bffff,93,1,24,4,1,0,3,27,31,3,0,High-area,True
22641,89196953133ffff,79,3,10,3,0,0,1,13,44,8,0,High-area,True
22720,89196826927ffff,94,1,18,2,0,0,1,37,31,5,0,High-area,True
22814,89196953487ffff,80,2,2,2,1,0,1,8,51,15,0,High-area,True
22894,891969c9b77ffff,98,2,15,11,8,1,9,21,27,6,0,High-area,True
22992,89196953403ffff,85,3,1,3,0,0,2,17,47,15,0,High-area,True
23080,89196952657ffff,97,2,2,2,4,0,1,10,65,13,0,High-area,True
23177,89196953437ffff,98,2,26,5,3,0,0,39,23,2,0,High-area,True
